"Termes_Officialises",Type_Officialisation,"Domaines",Date_fiche,Date_officialisation,Definition,Equivalent_anglais,URL_fiche 
"flexible de distribution (n. m.)",recommandation,"industrie automobile > garage et station-service",2004-05-01,1979-08-01,Tuyau souple reliant le pistolet de distribution au système de pompage d'un distributeur de carburant et destiné à assurer le débit du carburant.,fuel pump hose,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299967/flexible-de-distribution
"pagaie (n. f.)",recommandation,"sport > canoë-kayak;sport > matériel sportif",1998-01-01,1979-05-01,Rame utilisée pour la propulsion des canoës et des canots (pagaie simple) et des kayaks (pagaie double).,paddle,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299988/pagaie
"aviron (n. m.)",recommandation,"sport > aviron;sport > matériel sportif",1998-01-01,1979-05-01,"Rame légère, à long manche, des embarcations sportives.",oar,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299989/aviron
"contraste (n. m.)",recommandation,"physique > photométrie et colorimétrie",1998-01-01,1979-05-01,Influence réciproque de deux impressions visuelles juxtaposées dans l'espace ou dans le temps.,contrast,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299990/contraste
"lux (n. m.)",recommandation,"physique > photométrie et colorimétrie",1998-01-01,1979-05-01,Éclairement produit par un flux lumineux de 1 lumen uniformément réparti sur une surface dont l'aire est de 1 mètre carré.,lux,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299991/lux
"luminance lumineuse (n. f.)",recommandation,"physique > photométrie et colorimétrie",1998-01-01,1979-05-01,"Quotient du flux lumineux quittant, atteignant ou traversant un élément de surface en ce point et se propageant dans des directions définies par un cône élémentaire contenant la direction donnée, par le produit de l'angle solide du cône et de l'aire de la projection orthogonale de l'élément de surface sur un plan perpendiculaire à la direction donnée.",luminance,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299992/luminance-lumineuse
"lumen (n. m.)",recommandation,"physique > photométrie et colorimétrie",1998-01-01,1979-05-01,Flux lumineux émis dans l'angle solide d'un stéradian par une source ponctuelle uniforme ayant une intensité lumineuse d'une candela.,lumen,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299993/lumen
"facteur de maintenance (n. m.)",recommandation,"éclairage > essai des lampes d'éclairage",1998-01-01,1979-05-01,Rapport entre l'éclairement moyen sur le plan utile après une certaine durée d'utilisation d'une installation d'éclairage et l'éclairement moyen obtenu dans les mêmes conditions pour l'installation neuve.,maintenance factor,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299994/facteur-de-maintenance
"facteur d'utilisation (n. m.)",recommandation,"éclairage > essai des lampes d'éclairage",1998-01-01,1979-05-01,Rapport entre le flux utile et le flux émis par les lampes.,utilization factor,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299995/facteur-dutilisation
"facteur de dépréciation (n. m.)",recommandation,"éclairage > essai des lampes d'éclairage",1998-01-01,1979-05-01,Rapport entre l'éclairement moyen d'une installation neuve et l'éclairement moyen sur le plan utile après une certaine durée d'utilisation.,depreciation factor,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299996/facteur-de-depreciation
"luminaire (n. m.)",recommandation,"éclairage > matériel d'éclairage",1998-01-01,1979-05-01,"Appareil servant à répartir, filtrer ou transformer la lumière des lampes et comprenant toutes les pièces nécessaires pour fixer et protéger les lampes et pour les relier aux circuits d'alimentation.",luminaire,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1299998/luminaire
"marina (n. f.)",normalisation,"marine > installation portuaire;géographie;loisir",2011-11-04,2011-02-01,"Ensemble portuaire comportant un port de plaisance et des installations pour les résidents, les touristes et les plaisanciers.",marina,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1399861/marina
"voiture électrique à batterie (n. f.)",recommandation,"industrie automobile > véhicule automobile",2020-02-18,2020-02-17,Voiture électrique qui fonctionne exclusivement à partir de l'électricité contenue dans une batterie d'accumulateurs.,battery electric car,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2070278/voiture-electrique-a-batterie
"véhicule électrique à batterie (n. m.);véhicule entièrement électrique (n. m.)",recommandation,"transport",2020-02-18,2020-02-17,Véhicule électrique qui fonctionne exclusivement à partir de l'électricité contenue dans une batterie d'accumulateurs.,battery electric vehicle,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2070279/vehicule-electrique-a-batterie
"voiture électrique (n. f.);automobile électrique (n. f.)",recommandation,"industrie automobile > véhicule automobile",2020-02-18,2020-02-17,Voiture automobile qui est mue à l'aide de l'énergie électrique.,electric car,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2070280/voiture-electrique
"véhicule électrique (n. m.)",recommandation,"transport",2020-02-18,2020-02-17,Véhicule qui est mû à l'aide de l'énergie électrique.,electric vehicle,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2070281/vehicule-electrique
"voiture hybride (n. f.);automobile hybride (n. f.)",recommandation,"industrie automobile > véhicule automobile",2020-02-18,2020-02-17,Voiture automobile qui est mue par plus d'un type d'énergie.,hybrid car,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2070289/voiture-hybride
"véhicule hybride (n. m.)",recommandation,"transport",2020-02-18,2020-02-17,Véhicule qui est mû par plus d'un type d'énergie.,hybrid vehicle,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2070290/vehicule-hybride
"batterie aux ions de lithium (n. f.);batterie aux ions lithium (n. f.);batterie au lithium ionique (n. f.)",recommandation,"électricité > piles et batteries",2020-02-18,2020-02-17,Batterie au lithium dans laquelle le lithium se trouve uniquement sous forme d'ions qui se déplacent d'une électrode à l'autre grâce aux composés d'insertion.,lithium-ion battery,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2070512/batterie-aux-ions-de-lithium
"programmation (n. f.)",recommandation,"informatique > programmation informatique",2021-03-06,2021-03-06,Activité qui consiste à rédiger en langage de programmation des instructions exécutables par un ordinateur.,programming,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2071728/programmation
"régulateur de vitesse (n. m.)",recommandation,"industrie automobile > électronique du véhicule automobile;industrie automobile > sécurité du véhicule automobile",2020-09-30,2020-08-24,Système d'aide à la conduite qui permet de maintenir une vitesse constante sans que le conducteur ait à appuyer sur la pédale d'accélérateur.,cruise control,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2071983/regulateur-de-vitesse
"batterie d'accumulateurs (n. f.)",recommandation,"industrie automobile > charge électrique du véhicule automobile;électricité > piles et batteries",2020-02-18,2020-02-17,Batterie rechargeable utilisée pour alimenter en électricité un véhicule automobile.,battery,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2072419/batterie-daccumulateurs
"témoin (n. m.) [néologisme proposé à l'OQLF];témoin de connexion (n. m.)",recommandation,"informatique > Internet",2023-12-30,2023-12-30,"Élément d'information qui, lors de la consultation d'un site Web ou de l'utilisation d'une application mobile, est transmis entre un serveur et un navigateur Web ou un appareil.",cookie,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2075216/temoin
"rendu (n. m.)",recommandation,"informatique > conception et dessin assistés par ordinateur;informatique > infographie",2022-12-31,2022-12-31,"Représentation graphique d'un modèle 2D ou 3D, générée par le traitement informatique de ses surfaces à partir de paramètres de texture, de couleur, d'éclairage et d'ombrage.",rendering,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2076095/rendu
"capteur de vitesse de roue (n. m.)",recommandation,"industrie automobile > électronique du véhicule automobile;industrie automobile > sécurité du véhicule automobile;industrie automobile > roue du véhicule automobile;industrie automobile > frein du véhicule automobile",2020-09-30,2020-08-24,Dispositif muni d'un capteur électromagnétique qui détecte les variations de tension électrique générées par la rotation de la roue.,wheel speed sensor,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2077010/capteur-de-vitesse-de-roue
"ensemble résidentiel (n. m.)",recommandation,"administration publique > administration municipale;urbanisme",1994-07-01,1984-08-01,Groupement important d'habitations collectives ou individuelles auquel sont adjoints des éléments d'équipement collectif et qui présente une certaine unité architecturale.,residential subdivision development,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/2077555/ensemble-residentiel
"spécification logicielle (n. f.)",recommandation,"informatique > logiciel",2021-03-06,2021-03-06,"Ensemble des activités consistant à définir de manière précise, complète et cohérente les caractéristiques logicielles.",software requirements specification,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/3291766/specification-logicielle
"cycle de vie du développement logiciel (n. m.);CVDL (n. m.)",recommandation,"informatique > logiciel",2021-03-06,2021-03-06,Ensemble des étapes permettant le développement d'un logiciel de manière systématique.,software development life cycle,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/3293325/cycle-de-vie-du-developpement-logiciel
"carré (n. m.)",normalisation,"route",2017-01-01,2017-01-01,Rue qui forme un quadrilatère avec la voie de communication sur laquelle aboutissent ses deux extrémités.,street,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8354583/carre
"attaque par usurpation d'adresse IP (n. f.)",recommandation,"informatique > délit informatique;informatique > Internet",2021-07-19,2021-07-17,Cyberattaque par laquelle une personne recourt à l'usurpation d'adresse IP afin d'accéder frauduleusement à un réseau informatique ou de dissimuler son identité.,IP spoofing attack,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8355529/attaque-par-usurpation-dadresse-ip
"baladodiffusion (n. f.) [néologisme proposé à l'OQLF]",recommandation,"informatique > multimédia;informatique > Internet",2025-06-14,2025-06-14,"Mode de diffusion de fichiers son permettant la lecture de ceux-ci en temps réel, sur le Web ou par l'intermédiaire d'une application prévue à cet effet, ou hors ligne après leur téléchargement.",podcasting,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8357110/baladodiffusion
"gonade (n. f.)",normalisation,"zoologie;biologie;alimentation > produit de la pêche",2003-09-01,1990-07-01,"Glande de la reproduction chez certaines espèces, qui est le testicule chez le mâle et l'ovaire chez la femelle.",gonad,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8359474/gonade
"serveur mandataire (n. m.)",recommandation,"informatique > sécurité informatique;informatique > Internet",2021-07-19,2021-07-17,"Serveur faisant office d'intermédiaire entre un réseau local et d'autres serveurs, généralement des serveurs Web, permettant ainsi à des données de sortir du réseau local et d'y entrer, sans mettre en danger la sécurité du réseau.",proxy server,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8359717/serveur-mandataire
"huile de cannabis (n. f.)",recommandation,"industrie du cannabis",2022-12-31,2022-12-31,Extrait de cannabis liquide obtenu par la dissolution ou la dilution de la résine de cannabis ou d'un autre extrait de cannabis dans une huile alimentaire.,cannabis oil,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8362601/huile-de-cannabis
"analyse des besoins (n. f.)",recommandation,"informatique",2021-03-06,2021-03-06,"Étude systématique des besoins informatiques d'un client en prévision de la conception d'un produit, d'un logiciel ou d'un système informatique.",requirements analysis,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8366841/analyse-des-besoins
"infolettre (n. f.)",recommandation,"informatique > Internet",2024-07-06,2024-07-06,Document écrit envoyé périodiquement par courriel à des abonnés pour leur transmettre de brèves actualités sur des sujets ciblés.,newsletter,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8375400/infolettre
"exploration de données (n. f.)",recommandation,"informatique",2020-02-17,2020-02-17,"Processus de recherche et d'analyse qui permet de trouver des corrélations cachées ou des informations nouvelles, ou encore, de dégager certaines tendances.",data mining,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8375476/exploration-de-donnees
"interaction personne-robot (n. f.)",recommandation,"intelligence artificielle;cybernétique > robotique",2020-02-17,2020-02-17,Échange d'informations entre une personne et un robot.,human-robot interaction,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8376161/interaction-personne-robot
"siège d'appoint (n. m.)",normalisation,"médecine > matériel de puériculture;industrie automobile > sécurité du véhicule automobile",2025-03-08,2025-03-08,"Siège qui surélève l'enfant pour que la ceinture de sécurité du véhicule automobile repose sur sa clavicule et son pelvis, dans le but d'assurer une protection adéquate en cas d'accident.",booster seat,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8383003/siege-dappoint
"agent (n. m.)",recommandation,"intelligence artificielle",2020-02-17,2020-02-17,Entité physique ou virtuelle capable de percevoir son environnement et d'agir sur lui.,agent,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8383172/agent
"capteur de vitesse de véhicule (n. m.)",recommandation,"industrie automobile > électronique du véhicule automobile;industrie automobile > sécurité du véhicule automobile;industrie automobile > transmission du véhicule automobile",2020-09-30,2020-08-24,"Capteur magnétique qui est installé à même l'arbre de transmission d'un véhicule et qui calcule sa vitesse de rotation, ce qui permet de déterminer la vitesse du véhicule.",vehicle speed sensor,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8383325/capteur-de-vitesse-de-vehicule
"signature numérique (n. f.)",recommandation,"informatique > Internet;informatique > cryptographie",2022-01-12,2022-01-02,"Procédé cryptographique par lequel un bloc de données généralement chiffrées à l'aide d'un algorithme à clé publique est joint à un document électronique afin d'identifier son expéditeur, d'assurer l'intégrité des données et d'en garantir la non-répudiation.",digital signature,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8384641/signature-numerique
"aide à la conduite (n. f.)",recommandation,"industrie automobile > électronique du véhicule automobile;industrie automobile > sécurité du véhicule automobile",2020-09-30,2020-08-24,Aide fournie par l'ensemble des dispositifs dont est muni un véhicule automobile pour améliorer la performance et la sécurité de la conduite en palliant les erreurs humaines.,driver assistance,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8387983/aide-a-la-conduite
"capteur de pluie (n. m.)",recommandation,"industrie automobile > électronique du véhicule automobile;industrie automobile > sécurité du véhicule automobile;industrie automobile > glace du véhicule automobile",2020-09-30,2020-08-24,"Composant du système d'essuie-glaces automatiques, muni d'un capteur optique, qui détecte en continu la présence de précipitations et qui permet d'activer ou de désactiver automatiquement les essuie-glaces en conséquence.",rain sensor,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8390413/capteur-de-pluie
"système d'aide à la conduite (n. m.)",recommandation,"industrie automobile > électronique du véhicule automobile;industrie automobile > sécurité du véhicule automobile",2020-09-30,2020-08-24,"Système qui vise à faciliter la conduite automobile et à la rendre plus sécuritaire, que ce soit par la communication de renseignements au conducteur ou par la prise en charge complète ou partielle de manœuvres.",advanced driver assistance system,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8391478/systeme-daide-a-la-conduite
"affichage tête haute (n. m.)",recommandation,"industrie automobile > électronique du véhicule automobile;industrie automobile > sécurité du véhicule automobile",2020-09-30,2020-08-24,"Système d'affichage qui projette des informations sur le pare-brise d'un véhicule, dans la partie inférieure du champ de vision du conducteur, ce qui permet ainsi à ce dernier de les visualiser sans quitter la route des yeux.",head-up display,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8391957/affichage-tete-haute
"activité (n. f.)",recommandation,"gestion > gestion des opérations et de la production",2023-06-30,2023-06-30,"Ensemble de processus ou d'opérations qui, à partir de ressources, entraîne la production de biens ou de services afin de répondre à un besoin défini.",activity,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8394555/activite
"apprentissage automatique (n. m.)",recommandation,"intelligence artificielle;informatique",2020-02-17,2020-02-17,"Mode d'apprentissage par lequel un agent évalue et améliore ses performances et son efficacité sans que son programme soit modifié, en acquérant de nouvelles connaissances et aptitudes à partir de données et/ou en réorganisant celles qu'il possède déjà.",machine learning,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8395061/apprentissage-automatique
"bout-à-bout (n. m.);bout à bout (n. m.);premier montage (n. m.)",recommandation,"cinéma > montage cinématographique",2022-12-15,2022-12-15,"Montage sommaire obtenu par collage de prises choisies, sans raccords et dans l'ordre prévu dans le scénario.",rough cut,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8401771/bout-a-bout
"syndrome d'épuisement professionnel (n. m.)",recommandation,"médecine > médecine du travail;psychologie",2021-03-30,2021-03-30,"Syndrome causé par un investissement prolongé dans des situations de travail exigeantes et stressantes, caractérisé par un état de fatigue mentale, émotionnelle et physique.",burnout syndrome,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8420059/syndrome-depuisement-professionnel
"copropriété indivise (n. f.)",recommandation,"droit > droit civil;commerce > immobilier",2022-01-13,2022-01-02,"Régime juridique de propriété qui consiste en la répartition du droit de propriété d'un bien meuble ou d'un bien immeuble entre plusieurs personnes, chacune étant propriétaire d'une quote-part.",undivided co-ownership,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8870054/copropriete-indivise
"maintenance (n. f.)",recommandation,"informatique",2021-03-06,2021-03-06,"Ensemble des opérations qui assurent en tout temps le bon fonctionnement d'un système informatique, conformément à des spécifications définies.",maintenance,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8870370/maintenance
"résultat (n. m.)",recommandation,"gestion > gestion des opérations et de la production;gestion > gestion axée sur les résultats",2023-06-30,2023-06-30,Extrant ou effet découlant de la mise en œuvre d'une activité ou d'un programme.,result,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8871092/resultat
"siège d'auto pour bébé (n. m.)",normalisation,"médecine > matériel de puériculture;industrie automobile > sécurité du véhicule automobile",2025-03-08,2025-03-08,"Siège comportant une coquille pour bébé ainsi qu'une base qui se fixe au siège d'un véhicule automobile, conçu pour qu'un nouveau-né ou un nourrisson soit en position orientée vers l'arrière du véhicule.",infant car seat,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8872525/siege-dauto-pour-bebe
"siège convertible (n. m.)",normalisation,"médecine > matériel de puériculture;industrie automobile > sécurité du véhicule automobile",2025-03-08,2025-03-08,"Siège muni d'un harnais à cinq points et conçu pour être positionné et ajusté de diverses manières, selon le poids et la taille de l'enfant, dans un véhicule automobile.",convertible car seat,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8872529/siege-convertible
"société de fiducie (n. f.)",recommandation,"finance > investissement et placement;entreprise",1988-07-01,1980-10-01,Institution financière chargée de gérer les portefeuilles et les affaires pour le compte d'un tiers.,trust company,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8877557/societe-de-fiducie
"détourage (n. m.)",recommandation,"photographie > photographie numérique;audiovisuel > postproduction numérique;cinéma;télévision",2022-12-31,2022-12-31,Technique consistant à délimiter une partie d'une image afin de l'isoler de l'ensemble ou d'en supprimer des éléments indésirables.,cropping,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/8884834/detourage
"radeau pneumatique (n. m.)",recommandation,"sport > matériel sportif",2011-02-01,2011-02-01,Embarcation pneumatique insubmersible utilisée pour la descente sportive de rivières entrecoupées de rapides.,raft,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/17007606/radeau-pneumatique
"boisson de soya (n. f.)",recommandation,"alimentation > boisson",2011-03-01,2011-02-01,Boisson blanchâtre faite à partir de graines de soya broyées.,soy beverage,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/17009153/boisson-de-soya
"système léger sur rail (n. m.);système de transport léger sur rail (n. m.)",recommandation,"chemin de fer;transport > transport des personnes",2020-02-18,2020-02-17,"Moyen de transport en commun ferroviaire dont la lourdeur de l'infrastructure, la capacité et la vitesse sont moindres par rapport à celles des métros et des trains traditionnels, mais supérieures à celles d'un tramway.",light rail transit system,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/17027956/systeme-leger-sur-rail
"notice explicative (n. f.)",recommandation,"assurance",2006-05-01,1981-02-01,"Imprimé destiné aux participants d'un régime et qui en décrit, en langage courant, les caractéristiques.",employees information booklet,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/17035271/notice-explicative
"transport scolaire (n. m.)",recommandation,"transport > transport routier des passagers",2009-01-15,1980-10-01,"Système de transport routier spécialement affecté, selon certains paramètres, au déplacement quotidien des élèves entre leur résidence et leur établissement scolaire.",school transportation,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/17484928/transport-scolaire
"district électoral (n. m.)",recommandation,"élection;administration publique > administration municipale",2022-07-13,2022-07-09,Division territoriale établie pour la tenue d'élections municipales.,electoral district,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/17566955/district-electoral
"immeuble en copropriété divise (n. m.)",recommandation,"industrie de la construction > type de bâtiment;commerce > immobilier",2022-01-13,2022-01-02,"Immeuble dont le droit de propriété est détenu par plusieurs personnes, chacune étant propriétaire d'une fraction.",building held in divided co-ownership,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/17591041/immeuble-en-copropriete-divise
"chicane (n. f.)",recommandation,"route > élément de la route;route > sécurité routière",2025-03-17,2025-03-08,"Mesure de modération de la circulation constituée d'un ou plusieurs obstacles installés de part et d'autre de la chaussée, pour créer ou accentuer une courbe, et visant à contraindre les automobilistes à ralentir.",chicane,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/17599680/chicane
"capteur de pression des pneus (n. m.)",recommandation,"industrie automobile > électronique du véhicule automobile;industrie automobile > sécurité du véhicule automobile;industrie automobile > pneu",2020-09-30,2020-08-24,Capteur conçu pour mesurer la pression des pneus d'un véhicule et alerter le conducteur en cas de sous-gonflage de l'un ou plusieurs d'entre eux.,tire pressure sensor,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/18046663/capteur-de-pression-des-pneus
"bloc-batterie (n. m.);bloc de batteries (n. m.)",recommandation,"électricité > piles et batteries",2020-02-18,2020-02-17,"Ensemble comprenant plusieurs piles électrochimiques assemblées en parallèle ou en série et réunies en modules de batteries, ainsi que leur support et les capteurs du système de gestion de la batterie.",battery pack,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/19016613/bloc-batterie
"pile rechargeable (n. f.)",recommandation,"électricité > piles et batteries",2020-02-18,2020-02-17,"Pile à l'intérieur de laquelle la réaction chimique produisant l'électricité est réversible, de telle sorte qu'elle peut être rechargée, et donc réutilisée.",secondary cell,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26500060/pile-rechargeable
"batterie (n. f.);batterie électrique (n. f.)",recommandation,"électricité > piles et batteries",2020-02-18,2020-02-17,"Ensemble de piles électrochimiques connectées en série ou en parallèle, capable de produire un courant continu.",battery,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26500061/batterie
"batterie rechargeable (n. f.)",recommandation,"électricité > piles et batteries",2020-02-18,2020-02-17,Batterie constituée d'au moins deux piles rechargeables.,rechargeable battery,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26500075/batterie-rechargeable
"pile (n. f.)",recommandation,"électricité > piles et batteries",2020-02-18,2020-02-17,Dispositif électrotechnique isolé dans un boîtier et utilisé pour transformer l'énergie d'une réaction chimique en énergie électrique.,cell,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26500125/pile
"débardage (n. m.)",recommandation,"foresterie > débardage des arbres",2011-07-04,2011-02-01,"Opération qui consiste à amener les arbres abattus, les grumes ou les billes de l'aire de coupe jusqu'à un lieu de chargement accessible aux véhicules de transport.",hauling,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26500428/debardage
"véhicule hybride rechargeable (n. m.);véhicule hybride électrique rechargeable (n. m.)",recommandation,"transport",2020-02-18,2020-02-17,Véhicule hybride qui possède une batterie d'accumulateurs rechargeable à partir d'un réseau électrique.,plug-in hybrid electric vehicle,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26501997/vehicule-hybride-rechargeable
"année d'études (n. f.)",recommandation,"éducation > gestion de l'enseignement",2011-03-02,2011-02-01,"Échelon d'un cycle d'études, d'un programme d'études ou d'un ordre d'enseignement.",grade,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26503666/annee-detudes
"gaz de schiste (n. m.)",normalisation,"pétrole et gaz naturel",2011-03-01,2011-03-01,Gaz naturel provenant de gisements de roches sédimentaires argileuses riches en matières organiques.,shale gas,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26506507/gaz-de-schiste
"mot-clic (n. m.) [néologisme proposé à l'OQLF]",recommandation,"informatique > Internet",2023-12-30,2023-12-30,"Mot-clé, précédé d'un croisillon, sur lequel on peut cliquer pour trouver toutes les publications qui y sont liées, dans une plateforme Web donnée.",hashtag,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26506610/mot-clic
"schiste (n. m.)",normalisation,"géologie",2011-03-01,2011-03-01,"Roche sédimentaire fissile à grains fins, d'aspect feuilleté ou lité, formée par la pétrification de dépôts d'argile et de boue provenant d'anciens fonds marins ou aquatiques.",shale,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26506983/schiste
"caravane à sellette (n. f.)",recommandation,"industrie automobile > remorque et semi-remorque;loisir > équipement et matériel de loisirs de plein air",2013-03-11,2013-03-11,Caravane tractable dont la partie antérieure est conçue pour reposer sur la caisse d'un véhicule automobile et qui s'y attache par une sellette d'attelage.,fifth-wheel travel trailer,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26507125/caravane-a-sellette
"mégadonnées (n. f. pl.)",recommandation,"informatique;intelligence artificielle",2020-02-17,2020-02-17,"Ensemble d'une très grande quantité de données, structurées ou non, se présentant sous différents formats et en provenance de sources multiples, qui sont collectées, stockées, traitées et analysées dans de courts délais, et qui sont impossibles à gérer avec des outils classiques de gestion de bases de données ou de gestion de l'information.",big data,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26507313/megadonnees
"avancée de trottoir (n. f.)",recommandation,"route > élément de la route;route > sécurité routière",2025-03-17,2025-03-08,"Mesure de modération de la circulation qui consiste en un prolongement du trottoir réduisant la largeur de la chaussée, notamment à une intersection ou à un passage pour piétons, et qui vise à contraindre les automobilistes à ralentir.",curb extension,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26507548/avancee-de-trottoir
"dos d'âne allongé (n. m.)",recommandation,"route > élément de la route;route > sécurité routière",2025-03-17,2025-03-08,"Dos d'âne, muni ou non d'un plateau, dont la longueur est généralement supérieure à celle de l'empattement d'un véhicule automobile.",speed hump,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26507575/dos-dane-allonge
"aiguillat commun (n. m.)",recommandation,"zoologie > ichtyologie;alimentation > poisson comestible",2013-03-12,2013-03-12,,spiny dogfish,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26511887/aiguillat-commun
